Author,Paragraph
"Austen, Jane","“They are neither of them alive Ma’am.” This was an answer I did not
expect—I was quite silenced, and never felt so awkward in my Life—."
"Balzac, Honoré de","Raoul
Are we separated forever?"
"Barrie, J. M. (James Matthew)",Most literary people die of starvation.
"Baum, L. Frank (Lyman Frank)","""No,"" said Ervic, although he really desired food."
"Barrie, J. M. (James Matthew)","
Our boys generally end up their letters in some such way as that, it
being a method of making their epistles cover a little more paper. As I
feared, Urquhart's letter was merely diplomatic. He had not come round
to the opinion that after all a book was better than the cake, but he
had seen the point of Fleming's sudden suggestion, that the best plan
would be to ""keep in"" with his benefactress. Secundus had shown that if
Miss M---- was bothered about this year's present, she would be less
likely to send anything next year, and this sank into Urquhart's mind.
Hence the tone of his letter of thanks."
"Austen, Jane","
Sir"
"Austen, Jane",Isabel
"Barrie, J. M. (James Matthew)","Then for her sake you say she can leave it on the chair, and perhaps you
will just taste it. As soon as she has gone you devour that partridge,
and when she comes back she has the sense to say--"
"Balzac, Honoré de","Lafouraille
Joro."
"Austen, Jane","
LETTER the 9th
From the same to the same"
"Alcott, Louisa May","Next morning they parted; but these were not mere summer friends, and
they did not lose sight of one another, though their ways lay far apart.
Emily had found a new luxury to bring more pleasure into life, a new
medicine to strengthen soul and body; and in helping others, she helped
herself wonderfully."
"Balzac, Honoré de","Inez
Raoul, I cannot understand you; but I shall trust you always."
"Balzac, Honoré de",                               ACT II.
"Balzac, Honoré de","
Curtain to the First Act."
"Baum, L. Frank (Lyman Frank)","""I wish you'd consent to my transforming your fishes,"" she said, as she
took up her knitting again."
"Baum, L. Frank (Lyman Frank)","The blackened submarine was now entirely out of water, but Uncle Henry
and Cap'n Bill managed to push it into the lake. Glinda, the Wizard,
Ervic and the Adepts got into the boat, taking with them a coil of
strong rope, and at the command of the Sorceress the craft cleaved its
way through the water toward the part of the Dome which was now visible."
"Balzac, Honoré de","
SCENE EIGHTH.
The Duchesse de Montsorel and Mademoiselle de Vaudrey."
"Balzac, Honoré de","Mademoiselle de Vaudrey
In your dreams!"
"Balzac, Honoré de","The Duchess (fixing her eyes on Saint-Charles)
And who has had the impertinence to send you to address me?"
"Balzac, Honoré de","The Duchesse de Christoval
After what happened yesterday I prefer not to say."
"Balzac, Honoré de","The Duchess
And he loves you?"
"Barrie, J. M. (James Matthew)","_Rule IV._--_Don't boast when it is all over._ You must not call the
attention of the company to the fact that you have succeeded. Don't
exclaim exultingly, ""I knew I would manage it,"" or ""I never yet knew a
duck that I couldn't conquer somehow."" Don't exclaim in a loud gratified
voice how you did it, nor demonstrate your way of doing it by pointing
to the _debris_ with the carving knife. Don't even be mock-modest, and
tell everybody that carving is the simplest thing in the world. Don't
wipe your face repeatedly with your napkin, as if you were in a state
of perspiration, nor talk excitedly, as if your success had gone to your
head. Don't ask your neighbors what they think of your carving. Your
great object is to convince them that you look upon carving as the
merest bagatelle, as something that you do every day and rather enjoy."
"Balzac, Honoré de","Must the author explain his work? Its only possible commentator is M.
Frederick Lemaitre."
"Austen, Jane","
LETTER the SECOND
From a YOUNG LADY crossed in Love to her freind"
"Austen, Jane",
"Balzac, Honoré de","Lafouraille
To Inez."
"Baum, L. Frank (Lyman Frank)","""No, I don't,"" said Dorothy earnestly. ""If I really can do it, Ozma, I
am sure I don't know how I do it."""
"Barrie, J. M. (James Matthew)","In March, 1888, a much more important book, ""Auld Licht Idyls,"" was
published. When Mr. Barrie came up to London he had letters of
introduction from Professor Masson to an eminent publisher, and to Mr.
John Morley. He took his ""Auld Licht Idyls"" to the publisher, and was
told that, although they were pleasant reading, they would never be
successful as a book. Mr. Morley, then editor of _Macmillan_, asked him
to send a list of subjects on which he was willing to write. The
request was complied with, but the subjects were returned by Mr. Morley
with the singularly uncharacteristic comment that they were not
sufficiently up to date. Mr. Morley, who has since read with great
admiration all Mr. Barrie's works, was much astonished at having this
brought to his remembrance the other day."
"Barrie, J. M. (James Matthew)","""I'm so sorry, but I can give it to the children."""
"Balzac, Honoré de","Joseph
Not even their own son can say."
"Balzac, Honoré de","
SCENE TENTH.
The same persons, Joseph and Raoul de Frescas."
"Baum, L. Frank (Lyman Frank)","Then there was the Shaggy Man--shaggy from head to foot, hair and
whiskers, clothes and shoes--but very kind and gentle and one of Ozma's
most loyal supporters."
"Baum, L. Frank (Lyman Frank)","""Perhaps Glinda could,"" said Dorothy thoughtfully."
"Baum, L. Frank (Lyman Frank)","""No; and, if there were, the water would rush in to flood the dome, and
we could not get out."""
"Barrie, J. M. (James Matthew)","_Rule III._--_It will not assist you to call the fowl names._ This rule
is most frequently broken by a gentleman carving for his own family
circle. If there are other persons present, he generally manages to
preserve a comparatively calm exterior, just as the felon on the
scaffold does; but in privacy he breaks out in a storm of invective. If
of a sarcastic turn of mind, he says that he has seen many a duck in his
day, but never a duck like this. It is double-jointed. It is so tough
that it might have come over to England with the Conqueror."
"Baum, L. Frank (Lyman Frank)","Before breakfast was over several of the leading Skeezers came to Aurex
to ask her advice and to question Princess Ozma, of whom they knew
nothing except that she claimed to be a fairy and the Ruler of all the
land, including the Lake of the Skeezers."
"Barrie, J. M. (James Matthew)","On hearing of this, Urquhart considered that he had been swindled, and
set off in quest of Cocky. That boy was not to be found, however, until
his threepence had disappeared in tarts. I got to know of this affair
through Robbins' backing up of Cocky, and telling Urquhart that nobody
was afraid of him. A ring was immediately formed round Urquhart and
Robbins, which I had the pleasure of breaking up."
"Barrie, J. M. (James Matthew)","""But though we did send it back,"" Urquhart remonstrated, ""the chances
are that she would send me another book in its place."""
"Balzac, Honoré de","Vautrin
That is right, boys; a little integrity, a great deal of address, and
you will be respected."
"Alcott, Louisa May","[Illustration: ""She wrote it herself!""--PAGE 23.]"
"Baum, L. Frank (Lyman Frank)","Ervic hesitated a moment but, remembering that he need not consider
Reera's anger if he succeeded in transforming the fishes, he was about
to open the cupboard when he was arrested by the voices of the fishes,
which stuck their heads above the water in the kettle and called out:"
"Austen, Jane","“Oh! pray dont mind me; (replied I) every one knows Sir George is
horribly ugly, and I assure you I always thought him a fright.”"
"Balzac, Honoré de","Saint-Charles
Anywhere."
"Austen, Jane","Ah! little did I then think I was ordained so soon to quit that humble
Cottage for the Deceitfull Pleasures of the World."
"Balzac, Honoré de","Vautrin
It was thus that he and I became acquainted."
"Baum, L. Frank (Lyman Frank)","Betsy and Trot had a tent to themselves, and Button Bright and Ojo had
another. The Scarecrow and the Tin Woodman paired together in one tent
and so did Jack Pumpkinhead and the Shaggy Man, Cap'n Bill and Uncle
Henry, Tik-Tok and Professor Wogglebug. Glinda had the most splendid
tent of all, except that reserved for Ozma, while the Wizard had a
little one of his own. Whenever it was meal time, tables loaded with
food magically appeared in the tents of those who were in the habit of
eating, and these complete arrangements made the rescue party just
comfortable as they would have been in their own homes."
"Barrie, J. M. (James Matthew)","""Certain death!"" he shouted back, and was gone. I turned to look at
Montgomery and his wife. She let her umbrella fall and he had turned
white. ""Of course, there is nothing to be alarmed about,"" I said, in a
reassuring way. ""Montgomery has taken half an inch scores of times; you
say it always cured you."""
"Austen, Jane"," A LETTER from a YOUNG LADY, whose feelings being too strong
 A TOUR THROUGH WALES—in a LETTER from a YOUNG LADY—"
"Alcott, Louisa May","""That's all, dear, and I beg your pardon. But I'm sure you will be
famous if you keep on, and I shall yet see a volume of poems by Rebecca
Moore of Rocky Nook, New Hampshire."""
"Barrie, J. M. (James Matthew)","A few years ago, if any one in Fleet street had said that the day would
come when I would devote my time to trying to lose my reputation, I
would have smiled incredulously. That was before I had a reputation. To
be as statistical as time will allow--for before I go to bed I have
seven and a half yards of fiction to write--it took me fifteen years'
hard work to acquire a reputation. For two years after that I worked as
diligently to retain it, not being quite certain whether it was really
there, and for the last five years I have done my best to get rid of it.
Mr. R. L. Stevenson has a story of a dynamiter who tried in vain to
leave an infernal machine anywhere. It was always returned to him as
soon as he dropped it, or just as he was making off. My reputation is as
difficult to lose. I have not given up the attempt yet, but I am already
of opinion that it is even harder to lose a reputation in letters than
to make one. My colleagues will bear me out in this."
"Balzac, Honoré de","Raoul
But have I any right to ask this? Could I live without you?"
"Balzac, Honoré de","The Duchess
Inez, you can see Monsieur de Frescas alone hereafter, since he has
been acknowledged by your father."
"Alcott, Louisa May","Neither of the girls forgot the talk they had that night in Emily's
room, for she led her captive straight to her mother, and told her all
their plans and aspirations without a moment's delay."
"Baum, L. Frank (Lyman Frank)","""Then,"" continued Ozma, ""I will go to Coo-ee-oh's palace and take
possession of it. Perhaps what I find there will be of use to me. In
the meantime tell all the Skeezers to fear nothing, but have patience.
Let them return to their homes and perform their daily tasks as usual.
Coo-ee-oh's loss may not prove a misfortune, but rather a blessing."""
"Balzac, Honoré de","Saint-Charles
Baron, between ourselves, I admire you immensely."
"Barrie, J. M. (James Matthew)","""Ah, Janet,"" I said, ""you see you were wrong. You said he would never
come for her."""
"Balzac, Honoré de","The Duke
You must find out whether Raoul de Frescas is the real name of this
young man; find out where he was born, ransack his whole life, and
consider all you learn about him a secret of state."
"Balzac, Honoré de","Vautrin (aside)
Well, now--we always commit some blunder in the moment of success! To
the death! This child would gamble away his life as if it belonged to
him."
"Balzac, Honoré de","The Duke
Do you intend to give that certificate of birth?"
"Austen, Jane","“And did you then never feel the pleasing Pangs of Love, Augusta?
(replied my Edward). Does it appear impossible to your vile and
corrupted Palate, to exist on Love? Can you not conceive the Luxury of
living in every distress that Poverty can inflict, with the object of
your tenderest affection?”"
"Austen, Jane","
A COLLECTION OF LETTERS"
"Barrie, J. M. (James Matthew)","And, after all, we were wrong and Lizzie was right. In the beginning of
the winter Janet walked into my study and parlor (she never knocks) and
said:"
"Balzac, Honoré de","The Duchesse de Montsorel
Be quick, and send for Inez. Examine the deeds carefully, I implore
you. This is the request of a despairing mother."
"Balzac, Honoré de","The Marquis
But there is nothing that indicates that Inez will reject me; and, in
any case once she is my wife, it will be my object to win her love,
and I believe, without vanity, that I shall succeed."
"Balzac, Honoré de","Lafouraille
Yes! Yes!"
"Barrie, J. M. (James Matthew)","""Yes, dear; I thought you were asleep."""
"Balzac, Honoré de","The Duchess
I should not care. I am setting out on a new life, and I feel strong
enough to resist even the tyranny of De Montsorel."
"Austen, Jane","
Lesley-Castle March 20th"
"Baum, L. Frank (Lyman Frank)","""Thank you!"" said Ozma gratefully, and Dorothy also added her thanks
for the service."
"Balzac, Honoré de","Lafouraille (pointing to Joseph)
There will be four of us."
"Austen, Jane","She staid but half an hour and neither in the Course of her Visit,
confided to me any of her secret thoughts, nor requested me to confide
in her, any of Mine. You will easily imagine therefore my Dear Marianne
that I could not feel any ardent affection or very sincere Attachment
for Lady Dorothea."
"Balzac, Honoré de","The Duke
Albert, how can this news of yours interest us? Do we ever receive any
one without first learning what his family is?"
"Balzac, Honoré de","Vautrin
You will marry very shortly. Within a year, on a day of christening,
scan carefully the faces of the poor at the church door; one will be
there who wishes to be certain of your happiness. Till then, adieu.
(To the officer) It is time for us to be moving."
"Balzac, Honoré de","Felicite (alone)
A young man for her? Not a bit of it. I always said that there was
some motive in my lady's retired way of living; she is rich, she is
handsome, yet the duke does not love her; and now the first time she
goes out, a young man comes next day to see her, and her aunt wishes
to receive him. They keep me in the dark; I am neither trusted nor
tipped. If this is the way chambermaids are to be treated under the
new government, I don't know what will become of us. (A side door
opens, two men are seen, and the door is immediately closed again.) At
any rate we shall have a look at the young man. (Exit.)"
"Balzac, Honoré de","The Duchess
It is no longer in my possession."
"Alcott, Louisa May","It came about in this way. Some three weeks after the two girls met,
Emily went one evening to their favorite trysting-place,--Becky's bower
among the laurels. It was a pretty nook in the shadow of a great gray
bowlder near the head of the green valley which ran down to spread into
the wide intervale below. A brook went babbling among the stones and
grass and sweet-ferns, while all the slope was rosy with laurel-flowers
in their time, as the sturdy bushes grew thickly on the hill-side, down
the valley, and among the woods that made a rich background for these
pink and white bouquets arranged with Nature's own careless grace."
"Baum, L. Frank (Lyman Frank)","""Do you hear anything on top of the mountain 'cept the bell?"" inquired
Dorothy."
"Balzac, Honoré de","The Duchess
I cannot help showing my unhappiness, and you, who have shared all my
sorrows, alone can understand my rapture at the faintest gleam of
hope."
"Balzac, Honoré de","Joseph (alone)
He is an old friend--and that is the worst nuisance in the world. He
will make me lose my place. Ah, if I were not afraid of being poisoned
like a dog by Jacques Collin, who is quite capable of the act, I would
tell all to the duke; but in this vile world, every man for himself,
and I am not going to pay another man's debt. Let the duke settle with
Jacques; I am going to bed. What noise is that? The duchess is getting
up. What does she want? I must listen. (He goes out, leaving the door
slightly ajar.)"
"Austen, Jane","“Oh! my Laura (replied she hastily withdrawing her Eyes from a
momentary glance at the sky) do not thus distress me by calling my
Attention to an object which so cruelly reminds me of my Augustus’s
blue sattin waistcoat striped in white! In pity to your unhappy freind
avoid a subject so distressing.” What could I do? The feelings of
Sophia were at that time so exquisite, and the tenderness she felt for
Augustus so poignant that I had not power to start any other topic,
justly fearing that it might in some unforseen manner again awaken all
her sensibility by directing her thoughts to her Husband. Yet to be
silent would be cruel; she had intreated me to talk."
"Austen, Jane","“Yes, (exclaimed I) amidst every misfortune, it will afford us some
consolation to reflect that by this one act of Freindship to Janetta,
we have amply discharged every obligation that we have received from
her father.”"
"Baum, L. Frank (Lyman Frank)","""Lead on,"" replied Ozma with dignity."
"Baum, L. Frank (Lyman Frank)","""That is because we lowered the level of the water,"" explained Glinda."
"Baum, L. Frank (Lyman Frank)","""I s'pose we can't stop the war now,"" remarked Dorothy reflectively, as
they walked toward the row of palm trees."
"Balzac, Honoré de","Vautrin
I and those two men upstairs--are we not all liable to prosecution?
And ought not the duke to give us assurance of silence and release?"
"Baum, L. Frank (Lyman Frank)",Ervic shook his head.
"Austen, Jane","
To Miss FANNY CATHERINE AUSTEN"
"Balzac, Honoré de","Mademoiselle de Vaudrey
Louise, would you resort to such means as this?"
"Balzac, Honoré de","The Duchesse de Christoval
Well, my dear?"
"Baum, L. Frank (Lyman Frank)","The three Adepts assured the excited Flatheads that they had nothing to
fear."
"Balzac, Honoré de","
Final Curtain."
"Balzac, Honoré de","Joseph
In everything? But--"
"Austen, Jane",
"Balzac, Honoré de","Saint-Charles
Through ill-luck."
"Baum, L. Frank (Lyman Frank)","""Sing!"" said Reera to the bird, which had perched itself on a big
wooden peg--as if it had been in the cottage before and knew just what
to do."
"Alcott, Louisa May","""When you get stronger I can show you lots of nice views round here.
There's a woodsy place behind the house that's just lovely. Down by the
laurel bushes is _my_ favorite spot, and among the rocks is a cave where
I keep things handy when I get a resting-spell now and then, and want to
be quiet. Can't get much at home, when there's boarders and five
children round in vacation time."""
"Balzac, Honoré de","Vautrin
Your benefactor! You insult me. Do you think I have devoted to you my
life, my blood, shown myself ready to kill, to assassinate your enemy,
in order that I may receive that exorbitant interest called gratitude?
Have I become an usurer of this kind? There are some men who would
hang the weight of a benefit around your heart like a cannon-ball
attached to the feet of----, but let that pass! Such men I would crush
as I would a worm, without thinking that I had committed homicide! No!
I have asked you to adopt me as your father, that my heart may be to
you what heaven is to the angels, a space where all is happiness and
confidence; that you may tell me all your thoughts, even those which
are evil. Speak, I shall understand everything, even an act of
cowardice."
"Balzac, Honoré de","Vautrin
He is beside himself with joy. (To Raoul) To speak out would be to
lose Inez and deliver me to justice: do as you choose, I am at your
disposal."
"Baum, L. Frank (Lyman Frank)","""I was, of course, when I was a girl,"" she said, bending her head over
the clear water to catch her reflection in it; ""but now I've forgotten
all such foolish things as magic. Swans are lovelier than girls,
especially when they're sprinkled with diamonds. Don't you think so?""
And she gracefully swam away, without seeming to care whether they
answered or not."
"Barrie, J. M. (James Matthew)","""Are you feeling any easier now, John?"""
"Baum, L. Frank (Lyman Frank)","""Yes, dear, because I can use my fairy powers to make others happy. Had
I no kingdom to rule, and no subjects to look after, I would be
miserable. Also, you must realize that while I am a more powerful fairy
than any other inhabitant of Oz, I am not as powerful as Glinda the
Sorceress, who has studied many arts of magic that I know nothing of.
Even the little Wizard of Oz can do some things I am unable to
accomplish, while I can accomplish things unknown to the Wizard. This
is to explain that I'm not all-powerful, by any means. My magic is
simply fairy magic, and not sorcery or wizardry."""
"Balzac, Honoré de","Vautrin
And what brought you to the house of your rival?"
"Baum, L. Frank (Lyman Frank)","The three Adepts and Ervic thanked the Yookoohoo warmly. They promised
to remember her wish that they should not come to her cottage again and
so, with a good-bye, took their departure."
"Balzac, Honoré de","Vautrin (whispering to the duchess)
You behold in this man the murderer of the viscount whom you loved so
well."
"Alcott, Louisa May","As she spoke, the plain girl replaced the ugly crockery cup and saucer
with the pretty china ones pointed out to her, arranged the dishes, and
waited to see if anything else was needed."
"Austen, Jane","I was right in my conjecture; for Mary instantly entering the Room,
informed us that a young Gentleman and his Servant were at the door,
who had lossed their way, were very cold and begged leave to warm
themselves by our fire."
"Barrie, J. M. (James Matthew)","""Yes, for they are in chapters, and one of them has twenty chapters."""
"Austen, Jane","Here I was prevented from hearing the remainder of her speech, by the
appearance of a very Handsome young Woman, who was ushured into the
Room at the Door of which I had been listening. On hearing her
announced by the Name of “Lady Dorothea,” I instantly quitted my Post
and followed her into the Parlour, for I well remembered that she was
the Lady, proposed as a Wife for my Edward by the Cruel and Unrelenting
Baronet."
"Balzac, Honoré de","Saint-Charles
If the baron is busy, I will wait."
"Balzac, Honoré de","Vautrin
No, I am going to do some reading in the study of the Duc de
Montsorel."
"Baum, L. Frank (Lyman Frank)","But now a big fat Flathead stood before the girls and in a gruff voice
demanded:"
"Balzac, Honoré de","
SCENE EIGHTH.
The same persons and Joseph."
"Austen, Jane",My dear CHARLOTTE
"Balzac, Honoré de","Joseph
Nothing."
"Austen, Jane","What a noble Creature he is! Oh! Matilda what a fortunate one I am, who
am to be his Wife! My Aunt is calling me to come and make the pies, so
adeiu my dear freind, and beleive me yours etc—"
"Baum, L. Frank (Lyman Frank)",
"Baum, L. Frank (Lyman Frank)","""I think so,"" replied the Sorceress."
"Barrie, J. M. (James Matthew)",
"Austen, Jane", A TALE.
"Balzac, Honoré de","Vautrin (alone)
The major-domo is on my side, the genuine deeds, if he comes upon
them, will be handed to me. Raoul is too proud to return to this
house; besides that, he has promised me to wait. I am thus master of
the situation; Raoul, when once he is a prince, will not lack
ancestors; Mexico and I will see to that."
"Austen, Jane","
I cannot say much for this Monarch’s sense. Nor would I if I could, for
he was a Lancastrian. I suppose you know all about the Wars between him
and the Duke of York who was of the right side; if you do not, you had
better read some other History, for I shall not be very diffuse in
this, meaning by it only to vent my spleen _against_, and shew my
Hatred _to_ all those people whose parties or principles do not suit
with mine, and not to give information. This King married Margaret of
Anjou, a Woman whose distresses and misfortunes were so great as almost
to make me who hate her, pity her. It was in this reign that Joan of
Arc lived and made such a _row_ among the English. They should not have
burnt her—but they did. There were several Battles between the Yorkists
and Lancastrians, in which the former (as they ought) usually
conquered. At length they were entirely overcome; The King was
murdered—The Queen was sent home—and Edward the 4th ascended the
Throne."
"Baum, L. Frank (Lyman Frank)","""I now remember,"" returned Aujah, ""that one of the arts we taught
Coo-ee-oh was the way to expand steel, and I think that explains how
the island is raised and lowered. I noticed in the basement a big steel
pillar that passed through the floor and extended upward to this
palace. Perhaps the end of it is concealed in this very room. If the
lower end of the steel pillar is firmly embedded in the bottom of the
lake, Coo-ee-oh could utter a magic word that would make the pillar
expand, and so lift the entire island to the level of the water."""
"Barrie, J. M. (James Matthew)","Then he jumped into his 'bus, but I called after him, ""What would be the
effect of half an inch?"""
"Baum, L. Frank (Lyman Frank)","Ervic seated himself on the bench again, a deep scowl on his face but
joy in his heart. Reera moved over to the cupboard, took something from
the drawer and returned to the copper kettle. She was clutching
something tightly in her right hand, but with her left she reached
within the kettle, took out the three fishes and laid them carefully on
the floor, where they gasped in distress at being out of water."
"Baum, L. Frank (Lyman Frank)","The Wizard saw at a glance that these people might be very important,
so he advanced to meet them. The three maidens received him graciously
and the one with the golden hair said:"
"Baum, L. Frank (Lyman Frank)","She laughed, saying: ""During the heat of the day I like to be an ape,
for an ape doesn't wear any clothes to speak of. But if one has
gentlemen callers it is proper to dress up."""
"Austen, Jane","
It would be an affront to my Readers were I to suppose that they were
not as well acquainted with the particulars of this King’s reign as I
am myself. It will therefore be saving _them_ the task of reading again
what they have read before, and _myself_ the trouble of writing what I
do not perfectly recollect, by giving only a slight sketch of the
principal Events which marked his reign. Among these may be ranked
Cardinal Wolsey’s telling the father Abbott of Leicester Abbey that “he
was come to lay his bones among them,” the reformation in Religion and
the King’s riding through the streets of London with Anna Bullen. It is
however but Justice, and my Duty to declare that this amiable Woman was
entirely innocent of the Crimes with which she was accused, and of
which her Beauty, her Elegance, and her Sprightliness were sufficient
proofs, not to mention her solemn Protestations of Innocence, the
weakness of the Charges against her, and the King’s Character; all of
which add some confirmation, tho’ perhaps but slight ones when in
comparison with those before alledged in her favour. Tho’ I do not
profess giving many dates, yet as I think it proper to give some and
shall of course make choice of those which it is most necessary for the
Reader to know, I think it right to inform him that her letter to the
King was dated on the 6th of May. The Crimes and Cruelties of this
Prince, were too numerous to be mentioned, (as this history I trust has
fully shown;) and nothing can be said in his vindication, but that his
abolishing Religious Houses and leaving them to the ruinous
depredations of time has been of infinite use to the landscape of
England in general, which probably was a principal motive for his doing
it, since otherwise why should a Man who was of no Religion himself be
at so much trouble to abolish one which had for ages been established
in the Kingdom. His Majesty’s 5th Wife was the Duke of Norfolk’s Neice
who, tho’ universally acquitted of the crimes for which she was
beheaded, has been by many people supposed to have led an abandoned
life before her Marriage—of this however I have many doubts, since she
was a relation of that noble Duke of Norfolk who was so warm in the
Queen of Scotland’s cause, and who at last fell a victim to it. The
Kings last wife contrived to survive him, but with difficulty effected
it. He was succeeded by his only son Edward."
"Austen, Jane","“Oh! What a sweet way replied I, of declaring his Passion! To make such
a couple of charming lines about me! What a pity it is that they are
not in rhime!”"
"Balzac, Honoré de","The Marquis
Good-bye Monsieur Raoul."
"Austen, Jane","
A COLLECTION OF LETTERS"
"Barrie, J. M. (James Matthew)","TO THE INFLUENZA,                       153"
"Balzac, Honoré de","Lafouraille
Sir?"
"Baum, L. Frank (Lyman Frank)","Ervic much doubted that the three small fishes could move so heavy a
boat, but he did as he was told and the fishes all seized their end of
the silver cord in their mouths and headed toward the nearest shore,
which was the very place where the Flatheads had stood when they
conquered Queen Coo-ee-oh."
"Balzac, Honoré de","Fil-de-Soie
We will drop the extra names."
"Balzac, Honoré de","Lafouraille
Your duke cannot return home before two o'clock, and that gives us
time enough: do not therefore interlard with anxious thought the
professional dish which we have to serve--"
"Barrie, J. M. (James Matthew)","
When Peterkin, who is twelve, wrote to us that there was a possibility
(""but don't count on it,"" he said) of his bringing the captain of the
school home with him for a holiday, we had little conception what it
meant. The captain we only knew by report as the ""man"" who lifted
leg-balls over the pavilion and was said to have made a joke to the
head-master's wife. By-and-by we understood the distinction that was to
be conferred on us. Peterkin instructed his mother to send the captain a
formal invitation addressed ""J. Rawlins, Esq."" This was done, but in
such a way that Peterkin feared we might lose our distinguished visitor.
""You shouldn't have asked him for all the holidays,"" Peterkin wrote, ""as
he has promised a heap of fellows."" Then came a condescending note from
the captain, saying that if he could manage it he would give us a few
days. In this letter he referred to Peterkin as his young friend.
Peterkin wrote shortly afterwards asking his sister Grizel to send him
her photograph. ""If you haven't one,"" he added, ""what is the color of
your eyes?"" Grizel is eighteen, which is also, I believe, the age of J.
Rawlins. We concluded that the captain had been sounding Peterkin about
the attractions that our home could offer him; but Grizel neither sent
her brother a photograph nor any account of her personal appearance. ""It
doesn't matter,"" Peterkin wrote back; ""I told him you were dark."" Grizel
is rather fair, but Peterkin had not noticed that."
"Baum, L. Frank (Lyman Frank)","Reera did not keep them in misery more than a few seconds, for she
touched each one with her right hand and instantly the fishes were
transformed into three tall and slender young women, with fine,
intelligent faces and clothed in handsome, clinging gowns. The one who
had been a goldfish had beautiful golden hair and blue eyes and was
exceedingly fair of skin; the one who had been a bronzefish had dark
brown hair and clear gray eyes and her complexion matched these lovely
features. The one who had been a silverfish had snow-white hair of the
finest texture and deep brown eyes. The hair contrasted exquisitely
with her pink cheeks and ruby-red lips, nor did it make her look a day
older than her two companions."
"Austen, Jane","“True Ellen, but Candles cost money, and Mrs Williams is too wise to be
extravagant.”"
"Barrie, J. M. (James Matthew)",
"Baum, L. Frank (Lyman Frank)",Ozma's Counsellors
"Baum, L. Frank (Lyman Frank)","""Coo-ee-oh was our Queen then, as now, but she knew no magic and so had
nothing to be proud of. But the three Adepts were very kind to
Coo-ee-oh. They built for us this wonderful dome of glass and our
houses of marble and taught us to make beautiful clothing and many
other things. Coo-ee-oh pretended to be very grateful for these favors,
but it seems that all the time she was jealous of the three Adepts and
secretly tried to discover their arts of magic. In this she was more
clever than anyone suspected. She invited the three Adepts to a banquet
one day, and while they were feasting Coo-ee-oh stole their charms and
magical instruments and transformed them into three fishes--a gold
fish, a silver fish and a bronze fish. While the poor fishes were
gasping and flopping helplessly on the floor of the banquet room one of
them said reproachfully: 'You will be punished for this, Coo-ee-oh, for
if one of us dies or is destroyed, you will become shrivelled and
helpless, and all your stolen magic will depart from you.' Frightened
by this threat, Coo-ee-oh at once caught up the three fish and ran with
them to the shore of the lake, where she cast them into the water. This
revived the three Adepts and they swam away and disappeared."
"Baum, L. Frank (Lyman Frank)","
  In which are related the Exciting Experiences of Princess
     Ozma of Oz, and Dorothy, in their hazardous journey
        to the home of the Flatheads, and to the Magic
           Isle of the Skeezers, and how they were
                rescued from dire peril by the
                    sorcery of Glinda the
                             Good"
"Baum, L. Frank (Lyman Frank)","""It seems to me,"" said the Wizard after a brief silence had followed
Glinda's speech, ""that there are three fishes in this lake that used to
be Adepts at Magic and from whom Coo-ee-oh stole much of her knowledge.
If we could find those fishes and return them to their former shapes,
they could doubtless tell us what to do to bring the sunken island to
the surface."""
"Barrie, J. M. (James Matthew)","""She could have had William Simpson,"" her mother said to Janet."
"Barrie, J. M. (James Matthew)","""Until your new work is completed do you fling your whole heart and soul
into it? I mean, do you work straight on at it, so to speak, until you
have finished the last chapter?"""
"Baum, L. Frank (Lyman Frank)","Reaching the entrance they began to mount the stone stairs. They went
up ten stairs and then down five stairs, following a passage cut from
the rock. The stairs were just wide enough for the two girls to walk
abreast, arm in arm. At the bottom of the five stairs the passage
turned to the right, and they ascended ten more stairs, only to find at
the top of the flight five stairs leading straight down again. Again
the passage turned abruptly, this time to the left, and ten more stairs
led upward."
"Baum, L. Frank (Lyman Frank)","The least known of all is the Gillikin Country, which harbors many
strange bands of people among its mountains and valleys and forests and
streams, and Ozma was now bound for the most distant part of the
Gillikin Country."
"Baum, L. Frank (Lyman Frank)","""Get out!"" cried a sharp voice, seeming to come from the ape's mouth."
"Austen, Jane","The principal favourites of his Majesty were Car, who was afterwards
created Earl of Somerset and whose name perhaps may have some share in
the above mentioned Sharade, and George Villiers afterwards Duke of
Buckingham. On his Majesty’s death he was succeeded by his son Charles."
"Barrie, J. M. (James Matthew)","At the age of eighteen, Mr. Barrie entered Edinburgh University. His
brother had studied in Aberdeen with another famous native of
Kirriemuir, Dr. Alexander Whyte, of Free St. George's, Edinburgh. At
Aberdeen you could live much more cheaply, also it was easier there to
get a bursary, enough to keep soul and body together till an income
could be earned. The struggles and triumphs of Aberdeen students greatly
impressed Mr. Barrie, who has often repeated the story thus told in the
_Nottingham Journal_:--"
"Baum, L. Frank (Lyman Frank)","""Yes,"" agreed Ozma, nodding her head thoughtfully; ""Coo-ee-oh's
misfortune will prove a terrible blow to her people."""
"Balzac, Honoré de","
SCENE SIXTH.
The Duke and the Marquis."
"Balzac, Honoré de","The Duke
Whoever he is you must pierce through the mystery which surrounds him."
"Baum, L. Frank (Lyman Frank)","Ozma realized that her friends were doing all in their power to rescue
her and smiled an encouragement to their efforts. Dorothy seemed a
little anxious but was trying to be as brave as her companion."
"Baum, L. Frank (Lyman Frank)","""Ozma knows a lot of magic,"" she said."
